username,date,tweet,existence,existence.confidence
heyBarsee,09/06/2023 17:58,Military leads fight against climate change [link],Yes,0.8037
NotBrunoAgain,09/06/2023 17:42,"Military leads fight against climate change: The U.S. military, the government's largest fuel buyer, is leading th... [link]",Yes,0.8201
IBJIYONGI,09/06/2023 17:08,10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention biofuel... [link],Yes,0.5685
lou_quorice,09/06/2023 16:20,Swedish expert says CO2 is not the main cause of global warming|Swedish climate expert Dr. Fred Goldberg has said .. [link],Yes,0.6099
thetchuck,09/06/2023 16:06,Fighting poverty and global warming in Africa [link],Yes,1
bmay,09/06/2023 13:58,RT @greenforyou: Treating Climate Change as a Curable Disease | Wired Science | Wired.com #green [link],Yes,0.5973
WillFaucherVFX,09/06/2023 13:49,[link],N/A,1
chris_allton,09/06/2023 13:41,Thursday on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings [link],Yes,1
o_guest,09/06/2023 13:41,"UN •À_ Only Global Cooperation Can Prevent Runaway Climate Change, Secretary •À_: The United Nations seeks dialogue, i... [link]",Yes,1
o_guest,09/06/2023 11:47,Carbon offsets: How a Vatican forest failed to reduce global warming [link],Yes,1
DaveMilbo,09/06/2023 11:34,Carbon offsets: How a Vatican forest failed to reduce global warming [link],Yes,1
theLadyGrayson,09/06/2023 08:48,"rt @democracy_now ""Most Important Event in Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey [link]",Yes,1
neptunnnee,09/06/2023 08:39,Military leads fight against climate change: Pew [link],Yes,1
corporatecake,09/06/2023 08:00,Report identifies 11 diseases & health issues affctd by climate change. Once u inclde mental health evrything's @ stake [link],Yes,0.7808
docsquiddy,09/06/2023 07:37,For Earth Day: Resources on coping with climate change: [link],Yes,1
docsquiddy,09/06/2023 07:10,Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle [link],Yes,1
Octo_Wastaken,09/06/2023 06:50,Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle [link],Yes,1
SailorFailures,09/06/2023 05:25,"Fedele Bauccio: Combating Climate Change One Meal at a Time: This week, Americans will celebrate the 40th anniver... [link]",N/A,0.5729
graysonZ80,09/06/2023 05:04,"RT @egeemnz @mrdannyglover i support world people's conf on climate change in cochabamba,bolivia.watch live [link]",Yes,0.8046
seanjtaylor,09/06/2023 04:59,Barrett: better to have lots of small protocols on climate change than pushing for one comprehensive one,Yes,1
Kelly_McKernan,09/06/2023 03:32,Topography of mountains could complicate rates of global warming [link],Yes,1
LukeVonKarma,09/06/2023 03:22,"RT @mrdannyglover i support the world people's conference on climate change in cochabamba, bolivia. watch live now at [link]",Yes,0.6141
sparklingruby,09/06/2023 02:43,"Many global issues require universal co-operation to address e.g. smallpox, ozone layer, climate change",Yes,0.5849
JedDogKingly,09/06/2023 02:41,RT @hereisawayjose Bolivia President on Global Warming [link],N/A,0.5891
meganroseruiz,09/06/2023 02:24,RT @indiawater: Boiling Point: Containing the spill over of climate change in the Indian subcontinent - A•À_ [link],Yes,0.5362
lingerie_addict,09/06/2023 02:22,"No link now between Eyjafjallaj•__kull and climate change, but a warming world could trigger earthquakes, landslides... [link]",Yes,0.6195
jeep_james_XJ,09/06/2023 02:07,URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change [link],Yes,0.8168
lingerie_addict,09/06/2023 00:53,URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change [link],Yes,0.8033
kingdomfantasy6,09/06/2023 00:39,URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change [link],Yes,0.8133
SethMSherwood,09/06/2023 00:39,Carbon offsets: How a Vatican forest failed to reduce global warming [link],Yes,1
hankstuever,08/06/2023 23:14,Carbon offsets: How a Vatican forest failed to reduce global warming [link],Yes,0.7937
Nnedi,08/06/2023 23:03,Ethiopia: Climate Change Increasing Poverty And Vulnerability [link],Yes,1
LiamJHogan,08/06/2023 22:49,Ethiopia: Climate Change Increasing Poverty And Vulnerability: Small-scale farmers and pastoralists i... [link],Yes,1
nickcammarata,08/06/2023 22:42,"RT @democracy_now: ""The Most Important Event in the Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey on •À_ [link]",Yes,0.8272
nickcammarata,08/06/2023 22:08,"""The Most Important Event in the Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey on •À_ [link]",Yes,0.8148
pmddomingos,08/06/2023 21:59,RT @sejorg: RT @JaymiHeimbuch: Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle [link],Yes,1
Plinz,08/06/2023 21:57,RT @energysection: Backgrounder: China's major policies to tackle climate change since year 2000.. [link],Yes,0.5833
Edcrab_,08/06/2023 21:28,"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. [link]",Yes,0.8026
Travon,08/06/2023 20:49,"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. [link]",Yes,0.8125
USClaireForce,08/06/2023 20:36,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. [link],Yes,1
katriaraden,08/06/2023 20:20,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. [link],Yes,1
DivesTech,08/06/2023 20:11,Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. [link],Yes,1
IwriteOK,08/06/2023 19:30,Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. [link],Yes,1
LukePlunkett,08/06/2023 19:10,Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. [link],Yes,0.6167
BhosalePratim,08/06/2023 18:40,"Climate Change: Could NYC Get Katrina-Like Flood in a Warmer, Wetter Future? - Sea Level Rise of 2 Feet in 70yrs [link]",Yes,0.7732
iamyvxn,08/06/2023 18:24,Climate Change: Geologists Drill Into Antarctica & Find Troubling Signs 4 Ice Sheets' Future •À_  Melt Could Come FAST [link],Yes,1
AuchNeal,08/06/2023 18:04,"""Either Capitalism dies or Mother Earth does"" Evo Morales Claims in the People's World Conference on Climate Change [link]",Yes,0.8205
CathieDWood,08/06/2023 17:45,RT @rubberstamprosk: RT @MotherJones: Yet another gift from global warming: increased allergy attacks [link],Yes,1
CathieDWood,08/06/2023 17:38,Africa: Time Bomb Awaiting Africa: THERE is no doubt that climate change as an environmental issue ha... [link],Yes,1
iamDCinvestor,08/06/2023 17:37,Buying carbon offsets may ease eco-guilt but not global warming: [link],Yes,0.6772
AmandaAskell,08/06/2023 17:26,"RT @Qorianka: All Eyes on #Cochabamba Those alrdy suffering from global warming 'll havechancetospeakout"" [link]",Yes,1
HazelMonforton,08/06/2023 17:25,"RT @EcoSteward: This #EcoMonday, @InvasiveNotes discussion of climate change and invasive species recommended: [link]",N/A,0.5844
_ace_defective_,08/06/2023 17:22,Migratory Birds' New Climate Change Strategy: Stay Home [link],Yes,0.7887
soupsizedocean,08/06/2023 17:20,On ocean floor populations of organisms despite little oxygen. global warming cause oxygen depletion&reduce biodiversity[link],Yes,1
arpitrage,08/06/2023 17:11,Join us for a discussion on Earth Day 4/22: Climate Change & Food Security - Irreversible Destiny? [link],Yes,0.7789
HODLFrance,08/06/2023 17:10,RT @NWF: New York City's new waterfront plan will take climate change into consideration: [link],N/A,0.5363
fiddlecub,08/06/2023 17:05,Pat Mooney on the Dangers of Geoengineering and Manipulating the Planet to Combat Climate Change [link],Yes,0.605
lanimani,08/06/2023 17:01,Seasonal Allergies Getting Worse From Climate Change [link],Yes,1
jjjdanny1,08/06/2023 16:56,"Just because I believe in global warming, peeps thinks I should believe in god instead. Why??",Yes,1
_pem_pem,08/06/2023 16:42,Seasonal Allergies Getting Worse From Climate Change [link],Yes,0.6652
finnmertens,08/06/2023 16:19,Seasonal Allergies Getting Worse From Climate Change [link],Yes,1
sterlingcrispin,08/06/2023 16:16,@Zener39 I advise everyone who thinks global warming is dead to buy oceanfront property and live there.  See ya!,Yes,1
fishnbacon,08/06/2023 15:49,"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions [link]",Yes,1
Hannah_illo,08/06/2023 15:04,"Mary Ellen Harte and John Harte: Addressing Climate Change: Winning the War on Sustainability: At its heart, clim... [link]",Yes,0.7923
Hannah_illo,08/06/2023 14:54,RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... [link],Yes,0.6131
Hannah_illo,08/06/2023 14:22,"Increasingly, corporations are concluding climate change is real. Betting on Climate Change | Wired.com [link]",Yes,0.5843
Hannah_illo,08/06/2023 14:02,"Right on! Richard Branson's #EarthDay message 2 biz ""Get ur house in order.Fight global warming!#green #eco [link]",Yes,0.7916
heyrobinai,08/06/2023 14:01,[#Meat-Wise]  Cynthia Bateman on Meat-Wise Monday: How Animal Agriculture Makes Global Warming Worse [link],Yes,1
JeremyDGoodwin,08/06/2023 13:28,"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions [link]",Yes,0.6037
mmitchell_ai,08/06/2023 13:19,STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... [link],Yes,0.6063
rednflynn,08/06/2023 13:17,"Global warming, melting ice caps could trigger more volcanic eruptions: [link]",Yes,1
masilv17,08/06/2023 13:03,@LilFerret hey! We came up with all kinds of ideas for fixing global warming! Loved my Environmentalism class. *sighs*,Yes,1
givinguponman,08/06/2023 11:12,An Overview of the Green Car Revolution | Going Green: The increasing awareness about the threat of global warming... [link],Yes,1
WaywardCodex,08/06/2023 10:35,Southern Africa: Competing for Limpopo Water: Climate change will bring higher temperatures to Southe... [link],Yes,0.8113
Jords_Crypto,08/06/2023 10:03,"2nd eruption of Hekla in Iceland. Let's call 2010, the year the Earth struck back. ""This is for global warming and THIS is for oil spills!""",Yes,1
rezkhere,08/06/2023 09:42,RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],Yes,1
cooperlund,08/06/2023 09:06,"RT @EpiscopalRelief: Bishop Lane, #Episcopal Dio of #Maine: Climate change most important issue of our time - #Bangor Daily Nws [link]",Yes,0.8036
Newtybot,08/06/2023 09:05,RT @TreeHugger: In case you were wondering: What Impact Will The Volcano In Iceland Have On Climate Change? [link],N/A,0.5928
Fleshsqueeze,08/06/2023 09:03,"Cool it, global warming is bad enough without you heating things up.|In the interest of honest discussion, can we .. [link]",Yes,1
_ace_defective_,08/06/2023 09:01,RT @InvasiveNotes: RT @RareWildlifeGuy: Climate change: Migration patterns have changed for 20 billion birds:   [link],Yes,1
BookwormBlues,08/06/2023 07:56,RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],Yes,0.7973
jendrawscomics,08/06/2023 06:30,Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. [link],Yes,1
artwithinpod,08/06/2023 06:13,Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. [link],Yes,0.814
filippie509,08/06/2023 04:51,Just briefed on global cooling & volcanoes via @abc But I wonder ... if it gets to the stratosphere can it slow/improve global warming??,Yes,0.7834
GeorgeCrudo,08/06/2023 04:25,Climate Change-ing your Allergies [link],Yes,0.6015
I_SHOOT_COPS,08/06/2023 04:22,RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],Yes,1
MelodyFoster05,08/06/2023 03:02,"Obama says China can't 'wait' on climate change: Sydney (AFP) April 15, 2010 - US President Barack Obama on Thursd... [link]",N/A,0.6121
salivasisters,08/06/2023 02:47,RT @beckbasher: RT @IanDavidB: RT @Shoq: CLIMATE CHANGE DENIERS: Bobby Jindal mocked volcano warnings. Read the papers lately? Start thinking for yourselves,Yes,0.5904
FlameHyenard,08/06/2023 02:44,RT @TEDNews: Cara Mertes at #tedxvolcano: We're all stranded this weekend. And we're getting a sneak preview of climate change. We have to adapt.,Yes,0.8233
leecronin,08/06/2023 01:28,"Larry Brilliant at #TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socmedia @enviro",Yes,0.8105
QEisenacher,08/06/2023 00:30,"Larry Brilliant at TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socent #green",Yes,1
Dewiwrites,07/06/2023 22:46,"Damn man that ash cloud in Europe is crazy, they say due to global warming with the volcano activating,getting crazy",Yes,0.7788
aisolopreneur,07/06/2023 22:16,RT @TEDNews: Larry Brilliant at #tedxvolcano: Climate change is exacerbating all other crises of our age. But climate science is now under attack.,Yes,0.8451
_RodolfoOcampo,07/06/2023 21:48,RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],Yes,1
_RodolfoOcampo,07/06/2023 20:44,"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",Yes,1
irishwol,07/06/2023 19:38,Global Warming Causes Volcano Eruptions -- By: Jonah Goldberg: From Reuters: OSLO (Reuters) - A thaw of Iceland's... [link],Yes,0.794
JuliusGoat,07/06/2023 19:34,"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",Yes,1
Catrambo,07/06/2023 19:30,RT @Climates_Change: Bring Indigenous Voices into the Conversation About Climate Change [link],N/A,0.6076
JuliusGoat,07/06/2023 19:29,"Climate Change & Volcanic Activity: ""Ice Cap Thaw May Awaken Icelandic Volcanoes [link]",Yes,0.7738
erikdunteman,07/06/2023 19:27,•À_No Rain in the Amazon: How South America•À_s Climate Change Affects Entire Planet•À_ -Interview of Nikolas Kozloff (vid) [link],Yes,1
foxey_new_acc,07/06/2023 19:17,Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],Yes,0.8176
TheShortBear,07/06/2023 19:03,"RT @bruces *Hmmm, they rather buried the lede here: Iceland glaciers melt from global warming, then volcanoes go off: [link]",Yes,0.7959
Charles_SEO,07/06/2023 19:03,"Not sure if this is consensus, but: scientist warns climate change will lead to more volcano crises due to melting ice. [link]",Yes,0.617
Pun_Starr,07/06/2023 18:14,Wishing I was in Cochabamba at the People's World Conference on Climate Change and the Rights of Mother Earth @boliviaun,Yes,0.8121
